# Starting test run
x y points n_ticks consumed_balls
298 536 30 3266 15
50 114 31 4212 15
439 305 28 3273 14
697 98 18 2609 9
511 432 31 4998 15
237 78 26 4610 13
386 446 28 3918 14
502 496 27 3660 13
779 231 8 3019 4
65 473 23 5186 11
239 189 30 2783 15
529 201 28 3370 14
588 237 26 2346 13
390 128 30 4233 15
279 4 20 3653 10
92 349 20 2943 10
667 399 12 2471 6
497 486 33 6706 15
253 568 24 3754 12
331 330 26 3425 13
80 84 31 4121 14
391 101 12 2103 6
50 582 31 6053 14
382 283 26 3555 13
722 247 14 1797 7
734 174 24 2935 12
26 507 30 4492 15
295 517 0 1000 0
663 423 22 4453 11
387 3 32 3215 16
539 253 28 3772 14
141 527 22 3792 11
357 172 26 4348 13
676 279 28 3296 14
369 4 16 2698 8
226 2 18 3235 9
750 577 10 1452 5
702 435 24 3305 12
618 94 28 3648 14
796 53 0 1000 0
516 585 12 2701 6
318 113 22 2764 11
40 116 29 3194 13
185 394 22 2652 11
360 233 22 3217 11
649 490 18 3046 9
692 270 30 2785 15
565 582 26 4089 13
267 179 0 1000 0
385 366 32 2550 16
702 155 24 3512 11
655 38 24 2886 12
268 269 28 2776 14
650 318 32 3347 16
148 507 22 2609 11
796 248 34 7137 15
313 511 33 5038 14
395 170 28 5259 14
710 90 24 3484 12
579 157 16 2196 8
115 481 28 3944 14
533 600 10 2461 5
189 321 18 2755 9
38 478 20 2468 10
84 473 24 2864 12
125 350 24 3829 12
452 136 18 2596 9
745 297 34 4109 16
651 162 26 3481 13
555 318 32 2437 16
525 544 28 2681 14
78 74 18 3327 9
574 9 18 3329 9
203 377 20 3107 10
468 324 24 3192 12
594 237 32 3155 15
294 385 32 2543 16
458 55 10 2315 5
195 273 26 2907 13
372 581 34 5174 16
268 39 31 3643 14
690 303 30 5212 14
640 513 24 3077 12
485 350 28 4537 14
108 595 33 2626 15
130 165 26 2630 13
731 499 25 4374 12
254 326 28 4528 13
488 223 28 4036 14
677 3 27 3499 13
341 491 18 2387 9
274 429 16 2617 8
156 245 33 3977 16
480 561 31 4636 14
372 194 26 3765 13
563 208 26 3515 13
339 263 30 3590 15
323 156 32 3650 15
613 397 28 4462 14
256 491 18 2040 9
132 18 24 2635 12
290 129 28 3996 14
103 337 18 3853 9
416 411 26 3175 13
541 352 20 2956 10
404 427 29 4718 14
550 371 30 4590 15
294 57 32 5988 14
25 79 31 4675 14
0 81 18 3697 9
75 449 32 4718 15
93 171 24 3774 12
325 566 24 5919 12
619 12 23 4387 11
424 449 26 3878 13
575 184 24 2966 12
525 535 24 3380 12
46 328 22 3879 11
41 358 20 4537 10
223 241 29 3797 14
30 109 18 4675 9
124 391 31 3369 15
680 278 20 2412 10
467 266 28 3196 14
63 560 26 4088 13
651 3 0 1000 0
420 149 30 2754 15
333 573 4 1931 2
742 439 24 2781 12
798 261 31 5388 15
107 408 24 4170 12
399 419 24 3152 12
388 76 28 3772 14
629 399 26 4142 13
363 553 31 4354 14
713 506 18 2361 9
50 474 32 3511 15
271 379 29 5095 14
511 421 26 2877 13
572 195 26 3344 13
374 524 28 4825 14
256 515 26 2694 13
607 301 24 3163 12
42 276 18 2894 9
226 41 0 1000 0
59 248 18 2730 9
668 430 24 3896 12
601 165 30 3101 15
572 357 28 3267 14
78 410 28 3243 14
7 6 0 1000 0
784 272 32 4979 15
121 208 18 2223 9
8 556 30 4772 15
639 470 24 3386 12
593 159 26 2472 13
75 20 18 3550 9
151 416 32 3388 16
443 281 34 1806 16
741 273 33 5193 15
406 195 28 3041 14
714 413 20 3683 10
504 381 26 2937 13
341 74 18 3397 9
750 354 24 3360 12
739 359 30 2894 15
428 293 29 3389 14
351 260 28 2918 14
264 353 24 2903 12
341 538 20 2637 10
360 109 12 2864 6
384 75 24 2467 12
448 57 26 3664 13
366 306 22 2551 11
146 37 20 3725 10
703 22 24 5178 12
99 311 32 4777 15
790 296 32 4679 14
127 521 26 2232 13
541 320 32 1400 16
736 581 0 1000 0
32 144 21 2714 10
698 510 16 3362 8
398 62 16 2919 8
513 167 26 3747 13
1 235 20 3713 10
204 63 6 1321 3
298 340 31 5760 14
721 133 22 2949 11
167 575 8 2123 4
492 206 26 2648 13
287 426 22 3491 11
184 428 25 4114 12
328 86 32 3541 15
355 165 32 2241 16
250 213 28 3080 14
625 501 28 3491 14
233 505 24 2957 12
471 301 26 2901 13
381 248 14 3494 7
741 550 26 3229 13
795 119 32 3999 15
126 444 24 2971 12
703 538 18 3732 9
181 189 26 3924 13
694 526 22 3861 11
72 443 12 2071 6
652 586 24 3605 12
108 26 22 3052 11
277 457 20 3788 10
715 25 28 4872 14
715 198 32 2902 16
499 470 29 3648 14
139 224 26 3288 13
474 48 31 3563 14
569 150 22 2417 11
120 434 14 1977 7
294 71 24 2743 12
300 126 22 4707 11
710 80 20 5019 10
365 253 26 4490 13
393 535 30 2819 15
356 568 24 3440 12
798 80 4 2295 2
424 286 30 3537 15
716 131 26 2821 13
303 225 16 3043 8
643 427 26 4116 13
294 541 0 1000 0
173 50 30 5532 15
207 186 23 5103 11
740 191 24 4899 12
734 410 26 4328 13
674 42 22 3316 11
27 420 23 3254 11
671 390 28 3351 14
601 9 16 2744 8
47 53 20 2545 10
669 576 14 1987 7
183 217 26 4241 13
602 204 22 4428 11
64 275 28 3925 14
608 572 10 2658 5
750 288 29 3865 14
407 377 20 2620 10
118 586 34 4983 15
337 504 22 3324 11
279 516 20 2767 10
41 3 36 3439 16
158 461 24 4223 12
54 458 4 2060 2
93 388 20 2835 10
792 214 26 3415 12
179 422 30 3900 15
253 502 24 3754 12
731 543 12 2245 6
647 158 28 4508 14
280 346 18 3347 9
40 428 18 3139 9
72 243 26 2754 13
632 88 26 3410 13
713 233 26 3665 13
4 23 20 2642 10
773 271 20 3054 10
779 599 0 1000 0
230 482 18 3412 9
569 523 22 3981 11
1 37 0 1000 0
145 415 26 3695 13
733 377 26 3289 13
68 522 26 4982 13
552 10 22 3074 11
522 313 28 2639 14
498 585 21 3954 10
126 538 35 2705 16
797 273 22 3725 11
774 566 27 4548 13
67 569 27 5664 13
611 371 24 2677 12
588 266 20 3182 10
485 409 28 2488 14
526 31 14 2385 7
383 387 24 3570 12
679 495 0 1000 0
233 100 14 2218 7
244 173 32 2709 16
595 384 28 3613 14
607 51 32 4137 16
652 183 30 3536 15
743 322 28 3598 14
253 233 26 2947 13
354 529 33 4492 16
702 155 31 3193 15
772 231 18 3327 9
761 376 30 3584 15
462 49 27 3407 13
264 537 2 1127 1
638 409 24 4581 12
136 517 22 3035 11
653 581 18 2469 9
114 341 22 2541 11
103 194 26 3153 13
756 181 28 3424 14
38 423 24 4753 12
784 11 10 2638 5
520 71 30 4406 15
245 379 22 3168 11
671 563 18 3772 9
303 490 32 2814 16
87 381 28 2705 14
273 588 22 4101 11
602 385 30 3090 15
159 44 17 3997 8
534 163 4 1415 2
603 525 24 3759 12
329 492 29 3051 13
552 480 28 3555 14
741 524 8 1570 4
529 261 26 3231 13
65 142 24 3446 12
511 535 22 3156 11
346 140 22 3529 11
318 353 20 3626 10
164 148 20 2583 10
560 114 18 3027 9
302 346 30 4907 14
415 502 28 3348 14
554 553 16 2463 8
369 543 28 3505 14
650 147 28 3731 14
632 427 22 4147 11
86 317 22 3125 11
615 393 24 2978 12
479 29 24 3714 12
153 219 33 3689 15
712 403 20 3592 10
624 361 26 3258 13
507 291 14 2723 7
242 125 22 3014 11
267 274 32 4869 15
235 166 24 4024 12
214 418 22 4214 11
477 393 22 4062 11
211 526 16 3083 8
668 364 32 3013 16
694 154 29 4245 14
222 155 28 5263 14
436 124 10 1434 5
550 383 26 3633 13
500 378 26 2945 13
167 127 20 2042 10
799 201 6 1891 3
602 304 24 2973 12
308 362 24 3733 12
554 462 22 3201 11
437 162 28 3689 14
238 329 24 2846 12
560 60 2 1131 1
579 119 20 2745 10
745 127 24 3387 12
458 544 24 3398 12
341 403 28 2650 14
465 97 2 1317 1
229 321 22 2931 11
605 26 20 2372 10
762 300 8 1918 4
252 423 29 3687 14
543 126 22 2058 11
356 203 30 3437 15
476 71 25 5878 12
58 152 6 1543 3
58 207 22 2390 11
557 358 26 2281 13
789 496 24 4048 11
409 9 27 2947 12
388 583 8 2440 4
560 131 28 3203 14
179 297 26 3178 13
689 180 24 3511 12
398 28 27 3673 13
503 178 22 2997 11
201 513 20 2586 10
126 524 20 2527 10
426 335 22 2890 11
618 92 20 4383 10
356 25 25 2975 12
70 70 28 3018 14
74 403 31 5168 15
724 268 24 3266 12
535 206 18 2490 9
54 187 31 4235 14
301 459 16 3315 8
602 178 28 3614 14
26 171 18 2539 9
472 444 22 2321 11
397 475 30 3523 15
640 561 26 2344 13
740 347 26 4330 13
545 41 39 3323 16
751 271 24 3369 12
439 531 22 3549 11
260 584 26 4426 13
477 146 26 3633 13
102 179 28 3603 14
166 12 18 4120 9
214 380 22 2688 11
749 117 22 2555 11
635 211 32 4422 15
148 487 22 4309 11
739 418 26 2667 13
114 420 30 3333 15
137 33 22 2697 11
703 556 22 3273 11
104 569 18 4570 9
289 6 28 5183 13
237 593 14 3897 7
9 522 10 2552 5
485 264 30 3476 15
691 373 2 1449 1
185 583 27 6449 12
759 444 24 4434 12
711 547 27 3268 12
164 163 24 2741 12
28 574 22 3305 11
204 571 28 3754 14
411 235 18 2534 9
294 593 25 4546 12
72 89 10 2252 5
631 136 30 4056 15
267 593 24 3429 12
100 131 24 3092 12
87 480 0 1000 0
187 226 22 4284 11
111 82 30 3457 15
503 445 30 4031 15
335 261 26 3269 13
786 495 30 3565 13
287 405 28 2766 14
338 299 32 4384 15
215 163 10 1897 5
615 502 30 4567 15
56 295 14 2757 7
130 221 28 3246 14
671 497 20 2485 10
99 211 24 2968 12
688 70 26 3962 13
298 400 30 4049 14
542 272 20 2576 10
738 34 20 3137 10
488 87 30 5706 13
722 84 18 3476 9
166 431 24 3999 12
766 288 34 2855 16
791 555 14 3198 7
132 313 22 3237 11
128 301 22 3663 11
31 411 20 3015 10
27 115 26 3739 13
735 486 20 4525 10
165 281 22 2494 11
493 506 24 2379 12
113 343 32 2139 16
268 401 24 2849 12
502 591 24 3556 12
533 404 20 2834 10
643 322 28 3594 14
143 57 2 1042 1
364 181 20 1874 10
63 540 6 1824 3
488 391 31 3804 15
138 200 2 1289 1
517 237 26 3492 13
270 499 26 3254 13
20 64 10 2561 5
665 495 38 6669 15
222 331 22 2914 11
72 345 30 4969 15
630 227 26 2964 13
237 125 30 3672 15
494 100 24 3582 12
176 48 34 5264 15
575 597 16 2743 8
538 216 20 2662 10
458 364 22 3120 11
519 526 30 3546 15
549 567 26 4491 13
592 520 32 3695 16
408 38 26 4304 13
318 490 22 2045 11
284 61 28 3524 14
136 435 16 3637 8
789 19 27 5616 12
420 315 33 3095 16
681 368 28 3872 14
781 151 20 3350 10
444 586 28 3806 14
621 38 26 2733 13
651 279 24 2388 12
788 145 27 4823 12
20 546 4 1099 2
371 323 32 3075 16
34 167 20 2801 10
129 250 26 3795 13
282 173 24 2508 12
536 597 2 1307 1
41 209 26 3683 13
575 448 28 3350 14
113 39 4 1947 2
764 26 22 3637 11
256 26 20 3199 10
357 258 26 4285 12
175 558 16 3109 8
559 592 18 2756 9
275 456 16 2534 8
795 569 18 3965 9
743 268 30 3124 15
252 525 6 2141 3
736 57 31 4474 14
61 97 16 3032 8
157 222 24 2961 12
727 362 30 3538 15
187 293 30 4016 15
4 171 6 1876 3
17 517 14 3181 7
458 121 26 3649 13
435 551 6 1850 3
753 232 27 2896 13
246 412 24 3738 12
58 226 33 2820 16
513 458 30 3228 15
446 71 24 3789 12
460 161 24 2595 12
129 273 28 2473 14
524 522 26 3723 13
715 73 23 5469 11
686 165 18 2832 9
108 473 28 2626 14
777 105 24 2859 12
140 92 20 2307 10
566 5 22 4121 11
614 367 26 2613 13
713 79 25 4681 12
191 450 34 5409 14
125 469 30 3005 15
680 586 14 2917 7
325 376 20 3361 10
793 147 0 1000 0
215 501 26 3159 13
674 570 18 2881 9
156 220 26 3010 13
258 268 28 2862 14
316 203 24 3899 12
44 117 25 4231 12
496 227 31 4141 15
563 80 18 2759 9
782 572 23 4058 11
640 358 22 4685 11
172 303 29 4338 14
659 446 29 5378 14
444 523 26 3884 13
577 96 2 1074 1
405 412 25 3298 12
211 341 32 2367 16
741 570 29 5397 13
33 466 24 2635 12
223 521 30 4097 15
3 216 27 5578 12
778 332 14 2249 7
292 565 10 1909 5
694 534 26 3927 13
64 360 0 1000 0
667 334 29 4076 14
352 387 20 2122 10
398 163 24 3564 12
627 591 31 5306 14
512 594 26 3580 13
675 197 26 3408 13
475 275 26 2931 13
248 206 34 3454 16
263 162 27 3537 13
187 460 28 2869 14
572 406 30 3651 15
376 489 30 3112 15
379 496 16 1894 8
726 143 24 3705 12
360 529 26 3008 13
438 186 24 2853 12
434 150 4 1838 2
65 190 20 3454 10
108 518 24 4113 12
549 117 32 2918 16
411 245 31 5564 15
416 536 32 2465 16
730 8 35 2801 16
164 290 26 4245 13
128 8 31 6997 14
165 225 28 3728 14
215 164 20 2712 10
277 238 31 3612 14
749 516 22 3684 11
604 522 16 2644 8
676 595 28 4197 12
402 17 26 4996 13
439 512 0 1000 0
682 573 6 1386 3
106 132 28 4349 14
736 510 22 2092 11
153 167 26 2919 13
624 64 24 2954 12
477 384 26 2660 13
752 425 18 3101 9
71 566 20 4174 10
683 69 24 3194 12
484 96 30 3777 14
259 39 27 4869 12
598 571 16 2727 8
784 235 31 5504 15
54 397 28 3670 14
623 207 32 2427 16
777 340 26 5150 13
362 223 30 3226 15
306 152 6 1791 3
373 7 2 1332 1
235 474 16 2357 8
148 301 2 1178 1
355 329 26 3326 13
99 224 26 3161 13
325 30 24 4108 11
663 327 30 3430 15
745 150 22 2781 11
557 581 28 3637 13
265 214 28 3487 14
181 266 28 4051 14
742 194 22 2935 11
213 538 31 5310 15
402 427 28 4078 14
513 292 26 3631 13
681 90 24 2179 12
66 583 35 3170 16
116 418 28 3543 14
672 575 24 3323 12
771 530 20 3935 10
192 4 10 2171 5
520 526 4 1705 2
739 546 24 3465 12
758 3 0 1000 0
680 45 22 3605 11
588 226 24 3287 12
321 311 26 3332 13
256 3 2 1260 1
67 167 22 4762 11
707 262 20 2228 10
675 313 22 3408 11
100 344 20 2774 10
120 184 18 2265 9
142 260 27 4041 13
725 370 28 4446 13
492 264 16 2924 8
407 306 28 2980 14
110 598 29 4331 14
337 520 22 2402 11
754 365 18 3125 9
192 429 28 2896 14
458 393 24 4018 12
367 537 26 3554 13
129 98 22 3184 11
222 109 16 3430 8
195 79 28 2765 14
618 99 24 4221 12
305 47 32 3564 16
456 103 36 5504 16
225 132 26 2416 13
406 524 28 4419 14
391 421 30 4022 15
395 69 24 3249 12
451 519 24 2712 12
296 326 24 4468 12
453 94 2 1103 1
275 119 24 3573 12
547 513 28 3737 14
41 236 30 4387 14
225 326 24 3550 12
277 507 0 1000 0
50 273 31 3755 15
634 485 16 3537 8
533 138 33 4221 15
122 83 22 3969 10
542 83 24 2859 12
721 80 14 2516 7
701 485 30 6533 13
478 402 24 2627 12
380 136 29 2845 13
726 272 14 2799 7
237 356 22 5040 11
428 20 28 4773 13
665 300 26 4158 13
666 469 24 3872 12
453 448 18 3073 9
537 291 28 3115 14
107 158 0 1000 0
709 477 26 3913 13
260 135 10 2043 5
691 325 26 3992 13
43 471 14 2464 7
594 266 26 3258 13
373 409 28 4012 14
256 321 30 3957 15
702 310 28 3810 14
338 81 29 3116 14
525 362 33 2392 16
93 143 33 3172 14
744 479 31 3200 13
149 500 14 2136 7
32 414 16 2154 8
778 481 22 3483 11
361 440 28 5236 14
545 202 10 1606 5
723 132 20 3261 10
568 367 28 2972 14
219 141 26 3865 13
473 222 31 3880 15
176 314 18 3620 9
495 374 26 3805 13
79 30 33 2914 16
521 457 26 3228 13
47 21 2 1485 1
249 73 28 3319 14
460 378 22 3063 11
384 408 26 2952 13
684 546 20 3736 10
675 137 20 4656 10
51 517 24 4092 12
737 495 0 1000 0
783 494 33 7239 15
439 580 22 4574 11
246 37 18 3661 9
770 305 20 3882 10
393 483 26 2823 13
731 545 18 3737 9
341 409 32 2185 16
514 76 26 2875 13
377 452 28 3010 14
219 356 26 2680 13
629 397 14 2326 7
782 317 22 2642 11
215 411 20 2473 10
499 92 26 3664 13
449 411 32 2177 16
584 344 27 3433 12
192 480 30 3485 15
278 216 22 3628 11
14 277 24 4461 12
559 22 18 2408 9
61 314 23 5124 10
417 366 26 4214 13
504 221 30 4145 15
696 274 29 4077 14
180 417 25 4111 12
639 135 30 3662 15
329 451 28 2511 14
122 227 30 4710 14
585 209 18 3423 9
751 262 24 3329 12
105 177 28 3710 14
449 239 24 3182 12
497 503 18 3127 9
662 430 35 3020 16
661 295 26 3403 13
642 373 28 3195 14
509 64 29 5403 13
72 206 29 4777 13
627 364 28 5101 14
152 529 20 2897 10
103 498 28 3041 14
600 564 24 3255 12
794 333 33 4738 15
646 283 28 2726 14
649 551 20 2447 10
53 142 20 2606 10
5 146 31 3848 14
400 96 30 3617 14
629 238 20 3764 10
160 587 0 1000 0
11 66 4 2271 2
117 545 24 4836 12
694 253 28 3810 14
388 356 30 3986 15
590 251 30 2808 15
237 398 20 3178 10
87 133 0 1000 0
339 10 34 4601 16
615 36 18 3397 9
254 274 33 5299 15
551 276 18 3089 9
638 126 32 2887 16
528 178 26 3796 13
304 407 24 2966 12
578 421 25 4757 12
109 401 24 3679 12
176 51 30 3452 15
101 531 33 3493 16
649 113 30 3912 15
741 518 36 4581 16
592 416 16 3847 8
156 420 28 4288 14
27 593 16 3777 8
236 402 26 3657 13
651 431 24 2746 12
316 230 29 5366 14
361 597 16 2582 8
300 207 18 3679 9
319 283 22 3952 11
673 270 25 4195 12
139 294 28 3723 14
304 594 33 6353 15
194 421 26 4147 13
194 519 28 3599 14
12 304 16 2437 8
708 131 24 2933 12
79 464 22 3167 11
719 458 0 1000 0
581 533 35 3950 16
442 93 20 3390 10
108 69 28 2717 14
769 159 18 2694 9
526 511 26 4009 13
47 114 30 3090 15
125 7 18 2603 9
376 302 20 2761 10
318 236 26 3207 13
178 287 28 3733 14
268 187 22 3767 11
148 309 24 3045 12
105 48 18 4192 9
140 151 6 1426 3
149 528 28 3385 14
328 82 30 4802 14
634 447 26 3656 13
45 95 18 3374 9
72 31 8 2518 4
389 472 30 3725 14
70 267 28 3792 14
700 456 32 5422 15
645 354 32 3392 13
396 105 24 3358 12
107 412 26 3118 13
24 297 22 3887 11
622 330 30 2679 15
562 568 24 2935 12
545 473 32 2277 16
353 60 12 2213 6
578 18 24 2855 12
799 200 8 1734 4
43 580 24 4976 12
618 42 32 3469 16
105 74 28 3472 14
300 341 26 2768 13
40 401 0 1000 0
436 600 18 4056 9
321 482 18 3010 9
774 186 26 4312 13
377 198 24 2727 12
301 95 18 2215 9
341 133 24 3053 12
440 2 4 2007 2
441 253 28 3012 14
235 287 28 4734 14
649 271 30 2607 15
733 379 22 3099 11
352 357 30 4880 15
474 494 30 3266 15
118 489 28 3611 14
543 536 20 2490 10
461 289 30 2831 15
485 427 28 2723 14
588 447 28 4934 14
525 53 28 3576 14
433 360 22 2967 11
630 308 28 3682 14
457 417 20 3111 10
639 146 22 2908 11
744 260 30 4818 13
594 291 30 4023 15
117 180 12 1807 6
797 234 20 2715 10
475 323 28 3553 14
45 376 31 3283 15
674 55 28 3280 13
536 223 28 3631 14
33 120 24 2780 12
596 185 32 2511 16
799 336 27 3825 13
356 140 30 4131 15
285 129 30 3577 15
296 101 29 6145 14
73 523 22 3621 11
658 193 18 2191 9
340 329 26 3071 13
523 499 4 1589 2
474 43 10 2804 5
34 93 28 4202 14
392 36 20 3577 10
468 290 28 3712 14
432 420 26 2850 13
485 281 26 3172 13
683 487 22 2593 11
760 593 29 6052 14
210 266 36 1514 16
590 376 0 1000 0
527 589 26 3431 13
564 10 18 4084 9
425 382 28 3258 14
753 88 0 1000 0
175 457 28 3729 14
147 388 26 2740 13
19 598 29 3830 13
496 298 20 2206 10
141 424 27 3634 13
516 4 26 4407 13
62 6 0 1000 0
564 128 18 2552 9
173 137 26 4294 13
396 596 26 3557 12
207 515 18 2179 9
136 317 24 3039 12
553 516 24 4077 12
760 432 28 4688 14
32 194 24 3300 12
65 500 26 3007 13
596 19 20 2595 10
386 214 26 4897 12
34 484 24 3217 12
135 401 34 4891 15
783 440 20 3699 10
730 123 18 2459 9
613 348 26 4177 13
331 362 26 3850 13
681 520 24 3483 12
572 406 26 4087 13
593 90 28 5052 14
315 401 26 4021 13
565 485 24 3364 12
98 274 18 3554 9
400 239 28 5730 13
585 190 28 4212 14
240 346 28 2634 14
681 84 22 2856 11
284 184 16 2724 8
653 312 22 3445 11
400 5 0 1000 0
788 346 22 3835 11
620 503 27 3886 13
428 411 2 1001 1
9 120 22 4218 11
36 529 26 4198 13
761 409 29 5659 14
488 465 26 2432 13
95 108 26 4057 13
13 451 14 3077 7
470 264 29 3895 14
72 67 22 3589 11
676 281 32 4755 14
362 346 26 3138 13
55 521 10 2467 5
683 139 22 2148 11
369 293 28 2895 14
524 377 30 4935 15
748 163 24 3236 12
550 426 14 2358 7
635 248 36 4261 15
185 274 24 3393 12
91 401 26 4464 13
510 412 24 4886 12
61 19 16 4240 8
28 62 23 5526 11
645 19 29 3707 14
137 384 20 2978 10
394 62 24 3050 12
612 414 24 3068 12
277 569 0 1000 0
524 363 26 3509 13
275 124 26 5167 13
585 66 24 3102 12
624 39 37 5347 16
130 581 28 3886 14
207 368 26 3310 13
522 356 28 3321 14
69 344 31 3007 15
547 278 26 5693 13
235 112 24 2506 12
371 198 30 4482 15
180 217 28 3625 14
601 586 24 4381 12
191 50 22 3916 11
442 101 24 3156 12
78 237 28 3791 14
264 384 30 3120 15
632 140 26 3814 13
99 272 24 4524 12
71 420 16 4511 8
25 116 22 3190 11
196 246 32 2106 16
441 129 26 3013 13
458 585 28 4964 13
731 140 20 2988 10
137 224 24 3686 12
77 437 20 4698 10
554 190 26 2794 13
662 308 30 4713 15
469 534 32 5546 15
129 488 33 3631 16
308 170 31 3567 15
701 445 16 2268 8
480 284 26 3895 13
281 541 14 2840 7
632 191 31 3316 14
498 496 26 4521 13
164 442 24 2893 11
585 165 24 2704 12
21 250 18 3387 9
275 500 31 6400 13
302 436 32 2532 16
102 467 28 2383 14
499 412 28 3884 14
114 363 28 2744 14
571 543 26 4101 13
93 250 26 4639 13
89 215 20 3449 10
310 340 24 3383 12
175 449 24 2154 12
744 401 26 5489 12
465 104 27 3421 13
100 488 16 2528 8
773 13 22 3337 11
117 214 21 4041 10
457 539 30 4226 15
56 52 16 3036 8
558 343 26 3567 13
8 27 20 3695 10
118 368 29 3353 14
27 565 29 5732 13
660 519 26 3570 13
270 170 26 3945 13
157 365 22 2367 11
486 342 29 2768 14
591 125 26 3662 13
627 156 26 2599 13
382 508 32 2295 16
487 305 24 3465 12
93 516 20 3210 10
517 53 24 2777 12
713 281 36 3385 16
589 233 26 6600 12
127 135 35 5523 16
429 472 28 4455 14
345 163 29 3752 14
575 569 18 3914 9
602 45 24 3884 12
355 201 26 2614 13
77 91 30 3993 15
597 90 26 3212 13
490 375 28 4685 14
652 592 30 3661 15
586 139 32 2683 16
709 334 28 4459 14
461 186 20 4696 10
75 576 22 4820 11
635 454 28 3638 14
631 304 20 2691 10
148 85 26 3835 13
615 304 28 3672 14
478 136 10 1696 5
475 185 28 2693 14
670 451 30 3598 15
760 79 8 1663 4
500 54 28 3216 14
49 93 10 1875 5
692 210 24 2398 12
371 127 16 4275 8
570 542 12 2440 6
356 238 30 3557 15
505 191 24 2486 12
407 263 28 3046 14
612 125 26 3024 13
214 40 6 2653 3
787 128 35 3597 16
3 68 0 1000 0
446 396 30 3883 14
390 163 24 3174 12
14 340 20 2423 10
676 587 20 2729 10
156 527 22 2785 11
553 65 24 3558 12
139 557 29 4848 14
403 493 18 3861 9
682 463 20 2294 10
441 331 26 3301 13
632 503 28 4648 14
579 25 26 2948 12
482 185 22 4269 11
141 440 26 2352 13
798 84 14 3188 7
139 318 30 4371 15
640 497 24 4274 12
790 467 16 2694 8
508 292 0 1000 0
317 350 28 2511 14
715 376 29 2774 14
346 391 22 3535 11
59 206 26 3412 13
99 455 27 4806 13
54 309 20 3172 10
308 503 20 3860 10
584 142 18 2667 9
162 12 28 5854 13
450 553 28 2903 14
456 456 24 3718 12
279 226 0 1000 0
545 125 26 3129 13
681 455 12 2636 6
455 295 30 3975 15
468 492 24 3601 12
146 212 28 2632 14
204 500 33 4533 16
52 54 24 3406 12
5 512 20 2514 10
122 297 28 3445 14
481 11 14 2523 7
795 253 0 1000 0
584 558 25 3196 12
33 346 18 2452 9
674 281 29 5145 14
375 243 26 3205 13
594 499 26 3346 13
542 229 0 1000 0
554 367 22 3718 11
326 540 12 2671 6
115 99 24 3192 12
81 71 2 1133 1
596 529 12 1993 6
435 323 28 3358 14
204 179 28 2496 14
343 327 30 2606 15
711 390 26 3700 13
67 32 14 2871 7
726 221 25 3324 12
535 303 28 3428 14
703 129 29 3850 14
476 422 24 3298 12
527 165 14 2104 7
412 386 26 2776 13
121 148 26 2624 13
179 436 30 3658 15
443 520 28 4257 14
565 113 24 2889 12
237 589 27 3190 12
103 566 0 1000 0
465 440 28 2899 14
109 242 12 1426 6
78 483 22 2897 11
733 29 26 3680 13
56 8 22 3268 11
599 13 28 4126 13
101 318 26 3613 13
284 236 28 3284 14
403 149 32 2001 16
206 486 0 1000 0
228 263 28 3018 14
570 171 28 3112 14
224 249 26 2490 13
353 425 26 3456 13
708 101 29 6342 13
437 212 24 3277 12
434 119 32 2744 16
64 211 20 3460 10
409 325 32 2201 16
126 332 22 3350 11
651 64 26 4358 13
271 122 24 3662 12
586 577 26 4314 13
491 245 28 3276 14
82 278 28 3465 14
583 232 26 3502 13
274 338 24 3257 12
742 0 24 5060 12
117 146 30 4061 15
263 418 20 2379 10
83 544 20 5284 10
514 484 31 3401 15
554 440 28 2915 14
784 254 29 6125 13
93 185 26 3592 13
121 564 31 5316 14
361 439 20 3738 10
542 63 35 6316 15
636 266 28 2899 14
319 149 30 3706 15
794 155 14 2915 7
469 313 30 3948 15
7 188 22 2724 11
122 296 0 1000 0
140 335 10 1912 5
304 96 18 2509 9
279 241 32 3191 16
101 202 24 3195 12
17 29 2 1008 1
709 294 26 4251 13
374 295 29 3673 14
199 512 30 3519 15
523 199 16 2170 8
476 73 20 2723 10
787 232 20 3222 10
676 311 24 3537 12
19 116 0 1000 0
325 468 0 1000 0
681 310 0 1000 0
443 457 35 2029 16
232 410 26 3771 13
214 316 26 3617 13
110 560 29 2945 14
638 500 31 4912 15
509 348 20 2311 10
128 256 32 1889 16
568 120 16 2040 8
727 38 29 4962 14
395 238 22 3486 11
538 464 28 3775 14
163 211 22 2907 11
675 346 34 4446 14
128 443 26 3763 13
707 525 26 2671 13
609 346 20 2791 10
167 274 22 3707 11
312 171 29 4713 14
447 413 33 3295 16
513 151 30 3434 15
209 350 18 3085 9
587 551 24 3708 12
342 102 26 3778 13
724 228 22 3249 11
791 144 37 4645 16
375 186 28 3100 14
537 451 28 2948 14
145 4 12 2978 6
540 160 28 2862 14
602 232 0 1000 0
262 213 29 3557 14
455 33 24 2887 12
783 286 8 2199 4
242 397 26 3405 13
554 413 20 2844 10
468 19 28 2859 14
36 36 22 4148 11
622 311 12 2586 6
375 190 29 4125 14
489 82 32 1854 16
687 460 22 2236 11
9 564 10 2941 5
719 430 25 3660 12
586 270 27 2747 13
579 469 26 2921 13
430 162 22 2614 11
746 18 0 1000 0
416 425 27 4557 13
488 381 16 4340 8
2 227 28 3784 14
604 198 31 3762 15
476 560 10 1935 5
716 85 24 3392 12
24 220 24 2801 12
